"first","cdindex","mktsize","N","M","p","cdid","obsweight","numlist","condition","localint","popular","basecond","pdif","conditiondif","disappear",
,,,,,12,259,5,48,5,0,0,3,10.51,2,0.5,
,,,,,5.5,259,5,48,3,0,0,3,4.01,0,0.5,
,,,,,3.95,259,5,48,3,0,0,3,2.46,0,0.5,
,,,,,5.64,259,5,48,3,0,0,3,4.15,0,0.5,
,,,,,3,259,5,48,3,0,0,3,1.51,0,0.5,
,,,,,1.62,259,1,48,3,0,0,3,0.13,0,0.5,
,,,,,1.62,259,1,48,3,0,0,3,0.13,0,0.5,
,,,,,4.96,259,5,48,3,0,0,3,3.47,0,0.5,
,,,,,1.91,259,1,48,3,0,0,3,0.42,0,0.5,
,,,,,1.91,259,1,48,3,0,0,3,0.42,0,0.5,
,,,,,6.99,259,5,48,4,0,0,3,5.5,1,0.5,
,,,,,1.95,259,1,48,3,0,0,3,0.46,0,0.5,
,,,,,1.95,259,1,48,3,0,0,3,0.46,0,0.5,
,,,,,1.95,259,1,48,3,0,0,3,0.46,0,0.5,
,,,,,5.48,259,5,48,3,0,0,3,3.99,0,0.5,
,,,,,1.95,259,5,48,2,0,0,3,0.46,-1,0.5,
,,,,,1.95,259,1,48,2,0,0,3,0.46,-1,0.5,
,,,,,1.95,259,1,48,2,0,0,3,0.46,-1,0.5,
,,,,,1.95,259,1,48,3,0,0,3,0.46,0,0.5,
,,,,,1.95,259,5,48,3,0,0,3,0.46,0,0.5,
,,,,,1.95,259,1,48,3,0,0,3,0.46,0,0.5,
,,,,,1.95,259,1,48,3,0,0,3,0.46,0,0.5,
,,,,,1.95,259,1,48,3,0,0,3,0.46,0,0.5,
,,,,,1.95,259,1,48,6,0,0,3,0.46,3,0.5,
,,,,,1.49,259,1,48,3,0,0,3,0,0,0.5,
,,,,,1.95,259,1,48,3,0,0,3,0.46,0,0.5,
,,,,,1.95,259,5,48,3,0,0,3,0.46,0,0.5,
,,,,,1.95,259,1,48,3,0,0,3,0.46,0,0.5,
,,,,,2.37,259,5,48,3,0,0,3,0.88,0,0.5,
,,,,,4.71,259,5,48,4,0,0,3,3.22,1,0.5,
,,,,,1.92,259,1,48,3,0,0,3,0.43,0,0.5,
,,,,,1.92,259,1,48,3,0,0,3,0.43,0,0.5,
,,,,,1.92,259,1,48,3,0,0,3,0.43,0,0.5,
,,,,,7.2,259,5,48,4,0,0,3,5.71,1,0.5,
,,,,,9.27,259,5,48,5,0,0,3,7.78,2,0.5,
,,,,,1.95,259,1,48,2,0,0,3,0.46,-1,0.5,
,,,,,1.95,259,1,48,3,0,0,3,0.46,0,0.5,
,,,,,1.95,259,5,48,3,0,0,3,0.46,0,0.5,
,,,,,1.95,259,1,48,4,0,0,3,0.46,1,0.5,
,,,,,5,259,5,48,3,0,0,3,3.51,0,0.5,
,,,,,1.94,259,1,48,2,0,0,3,0.45,-1,0.5,
,,,,,1.94,259,1,48,2,0,0,3,0.45,-1,0.5,
,,,,,9.98,259,5,48,5,0,0,3,8.49,2,0.5,
,,,,,10.11,259,5,48,7,0,0,3,8.62,4,0.5,
,,,,,2.5,259,5,48,3,0,0,3,1.01,0,0.5,
,,,,,1.91,259,1,48,4,0,0,3,0.42,1,0.5,
,,,,,1.91,259,1,48,4,0,0,3,0.42,1,0.5,
,,,,,1.95,259,1,48,2,0,0,3,0.46,-1,0.5,
,,,,,1.95,259,1,48,4,0,0,3,0.46,1,0.5,
,,,,,1.95,259,1,48,6,0,0,3,0.46,3,0.5,
,,,,,2.45,259,5,48,3,0,0,3,0.96,0,0.5,
,,,,,2.99,259,5,48,4,0,0,3,1.5,1,0.5,
,,,,,7.64,259,5,48,7,0,0,3,6.15,4,0.5,
,,,,,8.2,259,5,48,3,0,0,3,6.71,0,0.5,
,,,,,37.23,260,1,11,7,0,0,3,31.56,4,0,
,,,,,21.95,260,1,11,3,0,0,3,16.28,0,0,
,,,,,39.51,260,1,11,7,0,0,3,33.84,4,0.5,
,,,,,12.6,260,1,11,3,0,0,3,6.93,0,1,
,,,,,15.7,260,1,11,5,0,0,3,10.03,2,0,
,,,,,25.6,260,1,11,4,0,0,3,19.93,1,1,
,,,,,29.5,260,1,11,3,0,0,3,23.83,0,1,
,,,,,28.79,260,1,11,7,0,0,3,23.12,4,0,
,,,,,5.67,260,1,11,3,0,0,3,0,0,1,
,,,,,5.67,260,1,11,3,0,0,3,0,0,1,
,,,,,10.31,260,1,11,7,0,0,3,4.64,4,1,
,,,,,2.89,261,1,48,7,0,0,3,1.4,4,0,
,,,,,2.99,261,1,48,5,0,0,3,1.5,2,0,
,,,,,5.99,261,1,48,5,0,0,3,4.5,2,0,
,,,,,5.49,261,1,48,3,0,0,3,4,0,0,
,,,,,1.95,261,1,48,2,0,0,3,0.46,-1,0.5,
,,,,,1.95,261,1,48,2,0,0,3,0.46,-1,0.5,
,,,,,2.99,261,1,48,2,0,0,3,1.5,-1,0,
,,,,,1.72,261,1,48,5,0,0,3,0.23,2,0,
,,,,,1.95,261,1,48,2,0,0,3,0.46,-1,1,
,,,,,1.95,261,1,48,3,0,0,3,0.46,0,0,
,,,,,3.25,261,1,48,3,0,0,3,1.76,0,0,
,,,,,1.95,261,1,48,2,0,0,3,0.46,-1,0.5,
,,,,,1.95,261,1,48,2,0,0,3,0.46,-1,0.5,
,,,,,1.95,261,1,48,3,0,0,3,0.46,0,0,
,,,,,2.5,261,1,48,3,0,0,3,1.01,0,0,
,,,,,3.67,261,1,48,4,0,0,3,2.18,1,0,
,,,,,1.64,261,1,48,3,0,0,3,0.15,0,0,
,,,,,7.98,261,1,48,4,0,0,3,6.49,1,0,
,,,,,1.63,261,1,48,3,0,0,3,0.14,0,0,
,,,,,1.95,261,1,48,3,0,0,3,0.46,0,0,
,,,,,1.95,261,1,48,4,0,0,3,0.46,1,0,
,,,,,5.2,261,1,48,4,0,0,3,3.71,1,0.5,
,,,,,5.2,261,1,48,4,0,0,3,3.71,1,0.5,
,,,,,1.95,261,1,48,2,0,0,3,0.46,-1,0.5,
,,,,,1.95,261,1,48,2,0,0,3,0.46,-1,0.5,
,,,,,1.95,261,1,48,3,0,0,3,0.46,0,0,
,,,,,1.63,261,1,48,3,0,0,3,0.14,0,0,
,,,,,3,261,1,48,4,0,0,3,1.51,1,1,
,,,,,4,261,1,48,4,0,0,3,2.51,1,0.5,
,,,,,4,261,1,48,4,0,0,3,2.51,1,0.5,
,,,,,1.95,261,1,48,2,0,0,3,0.46,-1,0,
,,,,,1.95,261,1,48,4,0,0,3,0.46,1,0,
,,,,,3.95,261,1,48,3,0,0,3,2.46,0,0.5,
,,,,,3.95,261,1,48,3,0,0,3,2.46,0,0.5,
,,,,,3,261,1,48,5,0,0,3,1.51,2,0,
,,,,,1.62,261,1,48,3,0,0,3,0.13,0,0.5,
,,,,,29.5,261,1,48,3,0,0,3,28.01,0,0.5,
,,,,,10.99,261,1,48,4,0,0,3,9.5,1,0,
,,,,,12.53,261,1,48,5,0,0,3,11.04,2,0,
,,,,,4.49,261,1,48,4,0,0,3,3,1,0,
,,,,,4.99,261,1,48,3,0,0,3,3.5,0,0,
,,,,,6,261,1,48,3,0,0,3,4.51,0,0,
,,,,,1.91,261,1,48,4,0,0,3,0.42,1,0,
,,,,,6.5,261,1,48,5,0,0,3,5.01,2,0,
,,,,,1.95,261,1,48,3,0,0,3,0.46,0,0,
,,,,,1.95,261,1,48,2,0,0,3,0.46,-1,0.5,
,,,,,1.95,261,1,48,2,0,0,3,0.46,-1,0.5,
,,,,,1.49,261,1,48,3,0,0,3,0,0,0,
,,,,,4.71,261,1,48,3,0,0,3,3.22,0,0,
,,,,,4.71,261,1,48,4,0,0,3,3.22,1,0.5,
,,,,,4.71,261,1,48,4,0,0,3,3.22,1,0.5,
,,,,,1.92,261,1,48,3,0,0,3,0.43,0,0,
,,,,,1.95,261,1,48,2,0,0,3,0.46,-1,0,
,,,,,1.95,261,1,48,3,0,0,3,0.46,0,0.5,
,,,,,1.95,261,1,48,3,0,0,3,0.46,0,0.5,
,,,,,1.95,261,1,48,4,0,0,3,0.46,1,0,
,,,,,4.26,261,1,48,4,0,0,3,2.77,1,0,
,,,,,1.95,261,1,48,2,0,0,3,0.46,-1,0.5,
,,,,,1.95,261,1,48,3,0,0,3,0.46,0,0,
,,,,,2.09,261,1,48,2,0,0,3,0.6,-1,0.5,
,,,,,2.09,261,1,48,6,0,0,3,0.6,3,0,
,,,,,2.45,261,1,48,3,0,0,3,0.96,0,0.5,
,,,,,2.45,261,1,48,3,0,0,3,0.96,0,0.5,
,,,,,6.08,261,1,48,7,0,0,3,4.59,4,0,
,,,,,2.89,263,1,26,4,0,0,3,0.94,1,0,
,,,,,4,263,1,26,4,0,0,3,2.05,1,0,
,,,,,5.94,263,1,26,3,0,0,3,3.99,0,0,
,,,,,11.98,263,1,26,3,0,0,3,10.03,0,0,
,,,,,4,263,1,26,4,0,0,3,2.05,1,0,
,,,,,4.94,263,1,26,4,0,0,3,2.99,1,0.5,
,,,,,4.94,263,1,26,4,0,0,3,2.99,1,0.5,
,,,,,23,263,1,26,4,0,0,3,21.05,1,0,
,,,,,1.95,263,1,26,2,0,0,3,0,-1,0.5,
,,,,,7.8,263,1,26,4,0,0,3,5.85,1,0,
,,,,,3.95,263,1,26,5,0,0,3,2,2,0,
,,,,,6.95,263,1,26,5,0,0,3,5,2,0,
,,,,,10.78,263,1,26,5,0,0,3,8.83,2,0,
,,,,,5.45,263,1,26,5,0,0,3,3.5,2,0,
,,,,,4.49,263,1,26,2,0,0,3,2.54,-1,0,
,,,,,4.49,263,1,26,3,0,0,3,2.54,0,0,
,,,,,2.98,263,1,26,3,0,0,3,1.03,0,0,
,,,,,1.95,263,1,26,3,0,0,3,0,0,1,
,,,,,16,263,1,26,5,0,0,3,14.05,2,0,
,,,,,6.2,263,1,26,3,0,0,3,4.25,0,0,
,,,,,15.67,264,1,3,3,0,0,3,13.72,0,0.5,
,,,,,18,264,1,3,5,0,0,3,16.05,2,0,
,,,,,2.25,264,1,3,4,0,0,3,0.3,1,1,
,,,,,7.98,264,1,3,7,0,0,3,6.03,4,0,
,,,,,9,264,1,3,4,0,0,3,7.05,1,0,
,,,,,1.95,264,1,3,3,0,0,3,0,0,0,
,,,,,2.05,264,1,3,4,0,0,3,0.1,1,0,
,,,,,7.2,268,1,44,3,1,0,4,0.96,-1,0,
,,,,,22,268,1,44,4,1,0,4,15.76,0,0,
,,,,,19,268,1,44,4,1,0,4,12.76,0,0,
,,,,,35.32,268,1,44,5,1,0,4,29.08,1,0,
,,,,,9.5,268,1,44,4,1,0,4,3.26,0,0,
,,,,,17.5,268,1,44,5,1,0,4,11.26,1,0,
,,,,,9,268,1,44,4,1,0,4,2.76,0,0,
,,,,,10,268,1,44,5,1,0,4,3.76,1,0.5,
,,,,,27.79,268,1,44,4,1,0,4,21.55,0,1,
,,,,,10.95,268,1,44,4,1,0,4,4.71,0,0,
,,,,,15.5,268,1,44,5,1,0,4,9.26,1,0,
,,,,,37.5,268,1,44,4,1,0,4,31.26,0,0,
,,,,,36.5,268,1,44,4,1,0,4,30.26,0,0,
,,,,,18,268,1,44,5,1,0,4,11.76,1,0,
,,,,,9.38,268,1,44,4,1,0,4,3.14,0,0,
,,,,,8,268,1,44,4,1,0,4,1.76,0,0,
,,,,,12.5,268,1,44,4,1,0,4,6.26,0,0,
,,,,,14.7,268,1,44,4,1,0,4,8.46,0,0,
,,,,,6.24,268,1,44,4,1,0,4,0,0,0,
,,,,,11,268,1,44,3,1,0,4,4.76,-1,0,
,,,,,9.85,268,1,44,4,1,0,4,3.61,0,0,
,,,,,28,268,1,44,4,1,0,4,21.76,0,0,
,,,,,21.25,268,1,44,4,1,0,4,15.01,0,0,
,,,,,43.25,268,1,44,4,1,0,4,37.01,0,0,
,,,,,18.5,268,1,44,4,1,0,4,12.26,0,0,
,,,,,26,268,1,44,4,1,0,4,19.76,0,0,
,,,,,13.85,268,1,44,3,1,0,4,7.61,-1,0,
,,,,,20.95,268,1,44,4,1,0,4,14.71,0,0,
,,,,,43,268,1,44,4,1,0,4,36.76,0,0,
,,,,,14,268,1,44,5,1,0,4,7.76,1,1,
,,,,,12.25,268,1,44,2,1,0,4,6.01,-2,0,
,,,,,16.95,268,1,44,4,1,0,4,10.71,0,0,
,,,,,31.75,268,1,44,5,1,0,4,25.51,1,0,
,,,,,21.5,268,1,44,5,1,0,4,15.26,1,0,
,,,,,17,268,1,44,4,1,0,4,10.76,0,0,
,,,,,49.5,268,1,44,4,1,0,4,43.26,0,0,
,,,,,9,268,1,44,4,1,0,4,2.76,0,0,
,,,,,21.5,268,1,44,4,1,0,4,15.26,0,0,
,,,,,31.25,268,1,44,4,1,0,4,25.01,0,0,
,,,,,1.95,269,1,42,3,1,0,6,0,-3,0.5,
,,,,,1.95,269,1,42,3,1,0,6,0,-3,0.5,
,,,,,1.95,269,1,42,6,1,0,6,0,0,1,
,,,,,4.16,269,1,42,7,1,0,6,2.21,1,1,
,,,,,5.75,269,1,42,3,1,0,6,3.8,-3,0,
,,,,,12.63,269,1,42,7,1,0,6,10.68,1,0.5,
,,,,,13.35,269,1,42,7,1,0,6,11.4,1,0,
,,,,,12.67,269,1,42,5,1,0,6,10.72,-1,0.5,
,,,,,12.83,269,1,42,7,1,0,6,10.88,1,0.5,
,,,,,1.95,269,1,42,3,1,0,6,0,-3,0,
,,,,,1.95,269,1,42,6,1,0,6,0,0,0,
,,,,,3.04,269,1,42,3,1,0,6,1.09,-3,0,
,,,,,13.6,269,1,42,7,1,0,6,11.65,1,0.5,
,,,,,5.75,269,1,42,5,1,0,6,3.8,-1,0,
,,,,,13.5,269,1,42,4,1,0,6,11.55,-2,0,
,,,,,7.98,269,1,42,5,1,0,6,6.03,-1,0,
,,,,,1.95,269,1,42,3,1,0,6,0,-3,0,
,,,,,8.7,269,1,42,7,1,0,6,6.75,1,0,
,,,,,7,269,1,42,5,1,0,6,5.05,-1,0.5,
,,,,,2.99,269,1,42,4,1,0,6,1.04,-2,0,
,,,,,3.95,269,1,42,3,1,0,6,2,-3,0.5,
,,,,,3.95,269,1,42,3,1,0,6,2,-3,0.5,
,,,,,9.64,269,1,42,7,1,0,6,7.69,1,0.5,
,,,,,5.71,269,1,42,4,1,0,6,3.76,-2,0,
,,,,,7.25,269,1,42,5,1,0,6,5.3,-1,0.5,
,,,,,7.75,269,1,42,4,1,0,6,5.8,-2,0.5,
,,,,,2.05,269,1,42,4,1,0,6,0.1,-2,0,
,,,,,2.53,269,1,42,3,1,0,6,0.58,-3,0.5,
,,,,,2.98,269,1,42,3,1,0,6,1.03,-3,0.5,
,,,,,2.98,269,1,42,3,1,0,6,1.03,-3,0.5,
,,,,,5.98,269,1,42,3,1,0,6,4.03,-3,0,
,,,,,4.71,269,1,42,4,1,0,6,2.76,-2,0,
,,,,,6.98,269,1,42,4,1,0,6,5.03,-2,0,
,,,,,12.77,269,1,42,5,1,0,6,10.82,-1,0.5,
,,,,,12.93,269,1,42,7,1,0,6,10.98,1,0.5,
,,,,,4.98,269,1,42,5,1,0,6,3.03,-1,0,
,,,,,1.95,269,1,42,4,1,0,6,0,-2,0.5,
,,,,,1.95,269,1,42,4,1,0,6,0,-2,0.5,
,,,,,8,269,1,42,5,1,0,6,6.05,-1,0,
,,,,,12.51,269,1,42,4,1,0,6,10.56,-2,0.5,
,,,,,12.83,269,1,42,7,1,0,6,10.88,1,0.5,
,,,,,12.51,269,1,42,4,1,0,6,10.56,-2,0.5,
,,,,,12.83,269,1,42,7,1,0,6,10.88,1,0.5,
,,,,,2.45,269,1,42,3,1,0,6,0.5,-3,0,
,,,,,8.5,269,1,42,5,1,0,6,6.55,-1,1,
,,,,,7.95,269,1,42,7,1,0,6,6,1,0,
,,,,,2.99,269,1,42,4,1,0,6,1.04,-2,0,
,,,,,26.5,270,1,25,5,1,0,2,20.54,3,0,
,,,,,8,270,1,25,3,1,0,2,2.04,1,0,
,,,,,17.5,270,1,25,5,1,0,2,11.54,3,0,
,,,,,13.9,270,1,25,2,1,0,2,7.94,0,0,
,,,,,14,270,1,25,4,1,0,2,8.04,2,0,
,,,,,11,270,1,25,4,1,0,2,5.04,2,0,
,,,,,42.74,270,1,25,3,1,0,2,36.78,1,0,
,,,,,10.5,270,1,25,3,1,0,2,4.54,1,0,
,,,,,7.99,270,1,25,4,1,0,2,2.03,2,0,
,,,,,19.5,270,1,25,3,1,0,2,13.54,1,0,
,,,,,30.75,270,1,25,4,1,0,2,24.79,2,0,
,,,,,14.94,270,1,25,4,1,0,2,8.98,2,0,
,,,,,40.5,270,1,25,4,1,0,2,34.54,2,0,
,,,,,13,270,1,25,4,1,0,2,7.04,2,0,
,,,,,32.5,270,1,25,3,1,0,2,26.54,1,0,
,,,,,13.66,270,1,25,4,1,0,2,7.7,2,0,
,,,,,6.5,270,1,25,3,1,0,2,0.54,1,0,
,,,,,31.61,270,1,25,3,1,0,2,25.65,1,0,
,,,,,5.96,270,1,25,2,1,0,2,0,0,0,
,,,,,9.5,270,1,25,4,1,0,2,3.54,2,0,
,,,,,15,271,1,38,4,1,0,3,9.25,1,0,
,,,,,11,271,1,38,4,1,0,3,5.25,1,0,
,,,,,16.5,271,1,38,3,1,0,3,10.75,0,0,
,,,,,13,271,1,38,2,1,0,3,7.25,-1,0,
,,,,,35.32,271,1,38,4,1,0,3,29.57,1,0,
,,,,,21.95,271,1,38,2,1,0,3,16.2,-1,0,
,,,,,12.74,271,1,38,2,1,0,3,6.99,-1,0,
,,,,,27,271,1,38,4,1,0,3,21.25,1,0,
,,,,,10.95,271,1,38,4,1,0,3,5.2,1,0,
,,,,,5.75,271,1,38,3,1,0,3,0,0,0,
,,,,,23,271,1,38,3,1,0,3,17.25,0,0,
,,,,,42.5,271,1,38,5,1,0,3,36.75,2,0,
,,,,,17,271,1,38,4,1,0,3,11.25,1,0,
,,,,,24.7,271,1,38,4,1,0,3,18.95,1,1,
,,,,,23,271,1,38,4,1,0,3,17.25,1,0,
,,,,,8.24,271,1,38,4,1,0,3,2.49,1,0,
,,,,,23,271,1,38,5,1,0,3,17.25,2,0,
,,,,,12.5,271,1,38,4,1,0,3,6.75,1,0,
,,,,,13,271,1,38,4,1,0,3,7.25,1,0,
,,,,,28.95,271,1,38,4,1,0,3,23.2,1,0,
,,,,,6.5,271,1,38,3,1,0,3,0.75,0,0,
,,,,,19.38,271,1,38,4,1,0,3,13.63,1,0,
,,,,,11.5,271,1,38,3,1,0,3,5.75,0,0,
,,,,,33,271,1,38,3,1,0,3,27.25,0,0,
,,,,,22,274,1,10,5,1,0,4,17,1,0,
,,,,,18,274,1,10,4,1,0,4,13,0,0,
,,,,,22,274,1,10,5,1,0,4,17,1,0,
,,,,,13.63,274,1,10,4,1,0,4,8.63,0,0,
,,,,,14.95,274,1,10,5,1,0,4,9.95,1,0,
,,,,,12.95,274,1,10,7,1,0,4,7.95,3,0,
,,,,,5,274,1,10,4,1,0,4,0,0,0,
,,,,,19.01,278,1,3,3,1,0,3,15.51,0,0,
,,,,,7,278,1,3,3,1,0,3,3.5,0,0,
,,,,,17.5,278,1,3,4,1,0,3,14,1,0,
,,,,,22,278,1,3,4,1,0,3,18.5,1,0.5,
,,,,,6.5,278,1,3,3,1,0,3,3,0,0,
,,,,,32.37,278,1,3,4,1,0,3,28.87,1,0,
,,,,,27.99,278,1,3,3,1,0,3,24.49,0,0,
,,,,,7.5,278,1,3,3,1,0,3,4,0,0,
,,,,,36.74,278,1,3,3,1,0,3,33.24,0,0.5,
,,,,,43.74,278,1,3,3,1,0,3,40.24,0,0.5,
,,,,,5.25,278,1,3,3,1,0,3,1.75,0,0,
,,,,,31.25,278,1,3,2,1,0,3,27.75,-1,0,
,,,,,5.99,278,1,3,2,1,0,3,2.49,-1,0,
,,,,,37,278,1,3,4,1,0,3,33.5,1,0,
,,,,,16,278,1,3,3,1,0,3,12.5,0,0,
,,,,,4.48,278,1,3,3,1,0,3,0.98,0,1,
,,,,,14.95,278,1,3,4,1,0,3,11.45,1,0,
,,,,,9.5,278,1,3,3,1,0,3,6,0,0,
,,,,,40.75,278,1,3,4,1,0,3,37.25,1,0,
,,,,,16.75,278,1,3,4,1,0,3,13.25,1,0,
,,,,,9,278,1,3,2,1,0,3,5.5,-1,0,
,,,,,7.95,278,1,3,4,1,0,3,4.45,1,0,
,,,,,5.95,278,1,3,2,1,0,3,2.45,-1,0,
,,,,,13,278,1,3,1,1,0,3,9.5,-2,0,
,,,,,29.5,278,1,3,4,1,0,3,26,1,0,
,,,,,6.5,278,1,3,2,1,0,3,3,-1,0,
,,,,,13,278,1,3,5,1,0,3,9.5,2,0,
,,,,,17.8,278,1,3,3,1,0,3,14.3,0,0,
,,,,,7.99,278,1,3,3,1,0,3,4.49,0,0.5,
,,,,,11.99,278,1,3,3,1,0,3,8.49,0,0.5,
,,,,,19.25,278,1,3,4,1,0,3,15.75,1,0,
,,,,,11.99,278,1,3,4,1,0,3,8.49,1,0,
,,,,,25,278,1,3,3,1,0,3,21.5,0,0,
,,,,,27,278,1,3,4,1,0,3,23.5,1,0,
,,,,,14.88,278,1,3,3,1,0,3,11.38,0,0.5,
,,,,,22.38,278,1,3,3,1,0,3,18.88,0,0.5,
,,,,,14.99,278,1,3,4,1,0,3,11.49,1,0,
,,,,,25.75,278,1,3,3,1,0,3,22.25,0,0,
,,,,,3.5,278,1,3,3,1,0,3,0,0,0,
,,,,,8.5,278,1,3,3,1,0,3,5,0,0,
,,,,,17.5,278,1,3,3,1,0,3,14,0,0,
,,,,,11.5,278,1,3,4,1,0,3,8,1,0,
,,,,,5,278,1,3,3,1,0,3,1.5,0,0,
,,,,,8.14,280,1,11,3,0,0,3,0,0,1,
,,,,,12,280,1,11,4,0,0,3,3.86,1,0,
,,,,,11.5,280,1,11,4,0,0,3,3.36,1,0,
,,,,,18.9,280,1,11,2,0,0,3,10.76,-1,0,
,,,,,18,280,1,11,4,0,0,3,9.86,1,0,
,,,,,15.25,282,1,5,4,0,0,4,8.26,0,0,
,,,,,11,282,1,5,4,0,0,4,4.01,0,0,
,,,,,6.99,282,1,5,4,0,0,4,0,0,0,
,,,,,10,282,1,5,4,0,0,4,3.01,0,0,
,,,,,36.5,282,1,5,4,0,0,4,29.51,0,0,
,,,,,47.2,282,1,5,3,0,0,4,40.21,-1,0,
,,,,,2.99,285,1,19,5,0,0,3,1.5,2,0,
,,,,,22,285,1,19,5,0,0,3,20.51,2,0.5,
,,,,,22,285,1,19,5,0,0,3,20.51,2,0.5,
,,,,,1.95,285,1,19,6,0,0,3,0.46,3,1,
,,,,,6.34,285,1,19,4,0,0,3,4.85,1,0,
,,,,,3.94,285,1,19,4,0,0,3,2.45,1,0,
,,,,,1.95,285,1,19,3,0,0,3,0.46,0,1,
,,,,,8,285,1,19,4,0,0,3,6.51,1,0,
,,,,,8.99,285,1,19,4,0,0,3,7.5,1,0,
,,,,,7.98,285,1,19,4,0,0,3,6.49,1,0,
,,,,,7.98,285,1,19,5,0,0,3,6.49,2,0,
,,,,,1.95,285,1,19,3,0,0,3,0.46,0,1,
,,,,,1.95,285,1,19,3,0,0,3,0.46,0,1,
,,,,,1.95,285,1,19,4,0,0,3,0.46,1,1,
,,,,,7.99,285,1,19,5,0,0,3,6.5,2,0,
,,,,,3.13,285,1,19,3,0,0,3,1.64,0,0,
,,,,,3.95,285,1,19,3,0,0,3,2.46,0,1,
,,,,,3,285,1,19,5,0,0,3,1.51,2,0,
,,,,,8.99,285,1,19,4,0,0,3,7.5,1,0,
,,,,,13.98,285,1,19,4,0,0,3,12.49,1,0,
,,,,,1.95,285,1,19,6,0,0,3,0.46,3,0,
,,,,,1.49,285,1,19,3,0,0,3,0,0,0,
,,,,,4.99,285,1,19,4,0,0,3,3.5,1,0.5,
,,,,,4.99,285,1,19,5,0,0,3,3.5,2,0.5,
,,,,,4.99,285,1,19,7,0,0,3,3.5,4,0.5,
,,,,,2.5,285,1,19,3,0,0,3,1.01,0,0,
,,,,,1.79,285,1,19,2,0,0,3,0.3,-1,0,
,,,,,1.95,287,1,28,3,0,0,7,0.94,-4,0,
,,,,,5.44,287,1,28,4,0,0,7,4.43,-3,0,
,,,,,1.95,287,1,28,4,0,0,7,0.94,-3,0,
,,,,,1.95,287,1,28,6,0,0,7,0.94,-1,0,
,,,,,1.01,287,1,28,4,0,0,7,0,-3,0.5,
,,,,,1.01,287,1,28,5,0,0,7,0,-2,0,
,,,,,1.01,287,1,28,7,0,0,7,0,0,0.5,
,,,,,1.01,287,1,28,4,0,0,7,0,-3,1,
,,,,,1.01,287,1,28,7,0,0,7,0,0,0,
,,,,,5.57,287,1,28,5,0,0,7,4.56,-2,0.5,
,,,,,1.95,287,1,28,4,0,0,7,0.94,-3,0,
,,,,,2.5,287,1,28,3,0,0,7,1.49,-4,0,
,,,,,1.64,287,1,28,3,0,0,7,0.63,-4,0,
,,,,,1.11,287,1,28,3,0,0,7,0.1,-4,0,
,,,,,1.11,287,1,28,4,0,0,7,0.1,-3,0.5,
,,,,,7.98,287,1,28,4,0,0,7,6.97,-3,0,
,,,,,6.93,287,1,28,4,0,0,7,5.92,-3,0,
,,,,,12,287,1,28,6,0,0,7,10.99,-1,0,
,,,,,1.95,287,1,28,4,0,0,7,0.94,-3,1,
,,,,,1.95,287,1,28,6,0,0,7,0.94,-1,0,
,,,,,10,287,1,28,7,0,0,7,8.99,0,0.5,
,,,,,1.63,287,1,28,3,0,0,7,0.62,-4,0,
,,,,,14.5,287,1,28,5,0,0,7,13.49,-2,0,
,,,,,4.79,287,1,28,4,0,0,7,3.78,-3,1,
,,,,,34.46,287,1,28,7,0,0,7,33.45,0,0,
,,,,,3.95,287,1,28,4,0,0,7,2.94,-3,0,
,,,,,5.3,287,1,28,3,0,0,7,4.29,-4,0.5,
,,,,,5.4,287,1,28,3,0,0,7,4.39,-4,0.5,
,,,,,8.49,287,1,28,4,0,0,7,7.48,-3,0,
,,,,,3,287,1,28,2,0,0,7,1.99,-5,0,
,,,,,29.5,287,1,28,3,0,0,7,28.49,-4,0,
,,,,,9.2,287,1,28,4,0,0,7,8.19,-3,0,
,,,,,12.74,287,1,28,4,0,0,7,11.73,-3,1,
,,,,,7.47,287,1,28,4,0,0,7,6.46,-3,0.5,
,,,,,9.44,287,1,28,4,0,0,7,8.43,-3,0.5,
,,,,,1.95,287,1,28,6,0,0,7,0.94,-1,1,
,,,,,1.49,287,1,28,3,0,0,7,0.48,-4,0,
,,,,,4.71,287,1,28,3,0,0,7,3.7,-4,0.5,
,,,,,4.71,287,1,28,4,0,0,7,3.7,-3,0.5,
,,,,,1.92,287,1,28,3,0,0,7,0.91,-4,0,
,,,,,5.99,287,1,28,4,0,0,7,4.98,-3,0,
,,,,,7.2,287,1,28,4,0,0,7,6.19,-3,0,
,,,,,1.95,287,1,28,3,0,0,7,0.94,-4,1,
,,,,,1.95,287,1,28,4,0,0,7,0.94,-3,0,
,,,,,1.01,287,1,28,5,0,0,7,0,-2,0,
,,,,,1.01,287,1,28,7,0,0,7,0,0,0,
,,,,,10.48,287,1,28,5,0,0,7,9.47,-2,0,
,,,,,7.5,287,1,28,4,0,0,7,6.49,-3,0,
,,,,,1.79,287,1,28,4,0,0,7,0.78,-3,0.5,
,,,,,1.79,287,1,28,7,0,0,7,0.78,0,0.5,
,,,,,2.25,287,1,28,4,0,0,7,1.24,-3,0.5,
,,,,,2.25,287,1,28,6,0,0,7,1.24,-1,0.5,
,,,,,1.95,287,1,28,2,0,0,7,0.94,-5,0,
,,,,,1.95,287,1,28,6,0,0,7,0.94,-1,0,
,,,,,1.9,287,1,28,7,0,0,7,0.89,0,0,
,,,,,22.5,288,1,8,6,0,0,4,17.79,2,0,
